1000	121500
2000	248600
3000	413500
4000	606900
5000	652200
6000	825600
7000	995600
8000	1046500
9000	1197100
10000	1265500
11000	1553600
12000	1563400
13000	1658900
14000	1926500
15000	1881100
16000	2006700
17000	2302600
18000	2258400
19000	2401500
20000	2576900
21000	2680600
22000	2857400
23000	3624600
24000	3337000
25000	3547800
26000	3886400
27000	8685700
28000	10399000
29000	4415400
30000	17878100
31000	11443000
32000	5800700
33000	5169000
34000	5580000
35000	5587400
36000	6436500
37000	6368500
38000	8378500
39000	5947400
40000	8970800
41000	6538800
42000	6318600
43000	6603900
44000	13831900
45000	14021000
46000	8177200
47000	20093100
48000	8213700
49000	22792700
50000	16509200
51000	7938700
52000	10988700
53000	20795800
54000	10368000
55000	8976800
56000	9840400
57000	17936400
58000	9481800
59000	15045700
60000	10174600
61000	15277500
62000	15362200
63000	16426900
64000	10393900
65000	16449300
66000	38195600
67000	12238400
68000	44700100
69000	11490400
70000	11579900
71000	14183700
72000	25422000
73000	12403800
74000	10102800
75000	12808800
76000	14135200
77000	11871500
78000	19170500
79000	77189500
80000	12198600
81000	12863700
82000	12356200
83000	12475200
84000	11860200
85000	12661600
86000	14610400
87000	13594400
88000	12478200
89000	13909500
90000	13648600
91000	12578700
92000	14217000
93000	21923800
94000	18037800
95000	15218200
96000	14907200
97000	14844300
98000	16076300
99000	14223700
100000	14098200
101000	17882700
102000	25151300
103000	17047400
104000	15464300
105000	16945100
106000	21795100
107000	15781600
108000	18090900
109000	18768300
110000	66769400
111000	33126600
112000	31928100
113000	26716300
114000	25899500
115000	22529700
116000	32709300
117000	19159100
118000	17362300
119000	20733700
120000	19397900
121000	18102100
122000	19811500
123000	20099200
124000	22055300
125000	21970500
126000	23076000
127000	21211300
128000	19112700
129000	19034500
130000	22021700
131000	21564500
132000	22227400
133000	24993100
134000	23820900
135000	23319700
136000	22359400
137000	21838400
138000	22464600
139000	20460200
140000	22309100
141000	21195800
142000	24005000
143000	23175000
144000	23073100
145000	23141100
146000	21622100
147000	20983400
148000	21668700
149000	21168300
150000	21606500
151000	21202100
152000	21721600
153000	21519600
154000	22563700
155000	21962600
156000	21872200
157000	22621700
158000	22306000
159000	22572000
160000	22074200
161000	22704300
162000	22625800
163000	23417500
164000	22936600
165000	24001300
166000	22994100
167000	23606900
168000	25381600
169000	27172900
170000	23999300
171000	24703900
172000	23836600
173000	25074000
174000	24531700
175000	24750400
176000	25085200
177000	25523600
178000	24754800
179000	26046900
180000	25249300
181000	25260400
182000	25202200
183000	25961000
184000	25626200
185000	26237400
186000	26031000
187000	25993200
188000	26750000
189000	26576700
190000	27121300
191000	26392400
192000	27142300
193000	26683200
194000	27614300
195000	27315600
196000	27236400
197000	27960900
198000	27552900
199000	27975600
200000	27955200
201000	28451100
202000	27852600
203000	28530700
204000	29685800
205000	28935700
206000	29057800
207000	28877500
208000	29424100
209000	29212100
210000	29499400
211000	29700500
212000	30280700
213000	29551800
214000	30440900
215000	30300800
216000	30283500
217000	30534200
218000	30649400
219000	30622500
220000	30851600
221000	31259900
222000	30916100
223000	31811100
224000	32160000
225000	31206300
226000	31901500
227000	33146500
228000	32267700
229000	31684200
230000	32736200
231000	32432100
232000	32595500
233000	32748800
234000	32909000
235000	32877500
236000	33423600
237000	33614800
238000	33103200
239000	33762400
240000	34530100
241000	33446800
242000	35702400
243000	34051600
244000	33696300
245000	34186300
246000	35425100
247000	34526400
248000	34859200
249000	35371600
250000	35395500
251000	34854100
252000	35300000
253000	35413800
254000	35334500
255000	35680700
256000	36495300
257000	36149500
258000	36801400
259000	36817600
260000	37084100
261000	36207300
262000	36814300
263000	36865200
264000	37080100
265000	37363000
266000	37696000
267000	37665900
268000	37424100
269000	38098700
270000	38003000
271000	38533100
272000	38443600
273000	38656100
274000	38969200
275000	38842400
276000	38986100
277000	38937800
278000	40465500
279000	39291800
280000	39557100
281000	39612200
282000	39059100
283000	39508800
284000	40264400
285000	40469000
286000	40150900
287000	40085700
288000	40746000
289000	41009100
290000	40536400
291000	40468800
292000	40793900
293000	41316500
294000	41693100
295000	41322700
296000	41223800
297000	41644800
298000	42129700
299000	56821200
300000	41734900
